time,2182a_volt,TMP117_room_temp,RTEMperature,ACALtemp
1714678477.0062914,+1.97884861E-08,24.38,29.55,30.61
1714678479.8459096,+2.47595465E-08,24.38,29.55,30.61
1714678482.015774,+1.36781970E-08,24.38,29.55,30.61
1714678484.8554735,+2.39309840E-08,24.38,29.54,30.61
1714678487.0254853,+1.92707524E-08,24.38,29.54,30.61
1714678489.8655853,+1.97883675E-08,24.38,29.54,30.61
1714678491.7046554,+1.00534661E-08,24.38,29.54,30.61
1714678493.5349736,+2.97307182E-08,24.38,29.54,30.61
1714678496.3749197,+3.42874234E-08,24.38,29.53,30.61
1714678498.1949918,+2.92125685E-08,24.37,29.53,30.61
1714678501.014297,+2.56914547E-08,24.37,29.53,30.61
1714678502.8349137,+1.50245764E-08,24.37,29.53,30.61
1714678505.6744022,+2.41382267E-08,24.37,29.53,30.61
1714678507.5144951,+2.66237440E-08,24.37,29.53,30.61
1714678510.3444574,+1.67851736E-08,24.37,29.53,30.61
1714678512.1740248,+4.46104414E-09,24.37,29.52,30.61
1714678515.004143,+3.58409632E-08,24.37,29.52,30.61
1714678517.043498,+1.92706688E-08,24.36,29.52,30.61
1714678519.883775,+2.16528751E-08,24.36,29.52,30.61
1714678522.0535698,+1.55421711E-08,24.36,29.52,30.61
1714678524.8932002,+3.90513854E-08,24.36,29.52,30.61
1714678527.0532613,+2.45522594E-08,24.35,29.51,30.61
1714678529.8931146,+3.19054298E-08,24.35,29.51,30.61
1714678532.0531476,+2.55880421E-08,24.35,29.51,30.61
1714678534.8826907,+1.52316401E-08,24.35,29.51,30.61
1714678537.0627716,+2.98343778E-08,24.34,29.51,30.61
1714678539.8928244,+1.82351656E-08,24.34,29.51,30.61
1714678542.0725384,+2.49666731E-08,24.35,29.50,30.61
1714678544.9123952,+3.35625314E-08,24.35,29.50,30.61
1714678547.1119854,+2.23775416E-08,24.34,29.50,30.61
1714678549.9522219,+3.67729940E-08,24.34,29.50,30.61
1714678551.7920306,+2.71414752E-08,24.34,29.50,30.61
1714678553.631732,+2.32063134E-08,24.34,29.49,30.61
1714678556.471708,+1.88563621E-08,24.34,29.49,30.61
1714678558.301513,+1.66816350E-08,24.34,29.49,30.61
1714678561.1416254,+1.49210867E-08,24.34,29.49,30.61
1714678562.9814484,+2.22740600E-08,24.33,29.49,30.61
1714678565.8208122,+3.21127404E-08,24.33,29.48,30.61
1714678567.660988,+2.45523606E-08,24.33,29.48,30.61
1714678570.4905975,+3.22164025E-08,24.33,29.48,30.61
1714678572.320414,+3.15948805E-08,24.32,29.48,30.61
1714678575.160145,+2.26883171E-08,24.32,29.48,30.61
1714678577.0904684,+2.09276815E-08,24.32,29.48,30.61
1714678579.9302018,+1.64744364E-08,24.32,29.47,30.61
1714678582.100072,+2.19633220E-08,24.32,29.47,30.61
1714678584.9402208,+2.46561553E-08,24.32,29.47,30.61
1714678587.1099467,+2.23776525E-08,24.31,29.47,30.61
1714678589.9494762,+3.01448771E-08,24.31,29.47,30.61
1714678592.1094403,+2.93163144E-08,24.31,29.47,30.61
1714678594.9393477,+1.19174774E-08,24.31,29.46,30.61
1714678597.10949,+2.76591449E-08,24.32,29.46,30.61
1714678599.9292293,+2.74522265E-08,24.32,29.46,30.61
1714678602.1188393,+2.21705913E-08,24.31,29.46,30.61
1714678604.958775,+2.09276074E-08,24.31,29.46,30.61
1714678607.1184876,+3.00413538E-08,24.3,29.46,30.61
1714678609.9486773,+2.50702821E-08,24.3,29.45,30.61
1714678611.7686245,+2.18598426E-08,24.3,29.45,30.61
1714678613.608064,+2.78665554E-08,24.31,29.45,30.61
1714678616.448158,+2.17563830E-08,24.31,29.45,30.61
1714678618.2679808,+1.54389548E-08,24.3,29.45,30.61
1714678621.087603,+2.28954235E-08,24.3,29.45,30.61
1714678622.9073436,+1.34710801E-08,24.3,29.44,30.61
1714678625.7474954,+1.92705886E-08,24.3,29.44,30.61
1714678627.5875459,+2.98342407E-08,24.3,29.44,30.61
1714678630.42725,+2.04100761E-08,24.3,29.44,30.61
1714678632.257238,+2.75558436E-08,24.3,29.44,30.61
1714678635.0973241,+2.60026842E-08,24.3,29.43,30.61
1714678637.1466446,+2.11348446E-08,24.3,29.43,30.61
1714678639.986746,+2.17561999E-08,24.3,29.43,30.61
1714678642.147123,+9.53562958E-09,24.29,29.43,30.61
1714678644.9866834,+2.78664392E-08,24.29,29.42,30.61
1714678647.1464705,+3.21838446E-09,24.29,29.42,30.61
1714678649.98624,+2.74523362E-08,24.29,29.42,30.61
1714678652.1460633,+2.32060304E-08,24.28,29.42,30.61
1714678654.9857998,+1.09856388E-08,24.28,29.42,30.61
1714678657.1653626,+4.01907249E-08,24.28,29.41,30.61
1714678659.9953587,+2.41382625E-08,24.28,29.41,30.61
1714678662.1652617,+4.21938472E-10,24.27,29.41,30.61
1714678665.0051575,+1.94777287E-08,24.27,29.41,30.61
1714678667.174923,+2.84879994E-08,24.27,29.41,30.61
1714678670.0047803,+1.81314537E-08,24.27,29.40,30.61
1714678671.8347158,+2.81769667E-08,24.27,29.40,30.61
1714678673.66475,+3.08699004E-08,24.27,29.40,30.61
1714678676.5044746,+1.85459617E-08,24.27,29.40,30.61
1714678678.334244,+2.18599725E-08,24.26,29.40,30.61
1714678681.1639254,+2.06170331E-08,24.26,29.40,30.61
1714678682.9841962,+2.32062192E-08,24.26,29.40,30.61
1714678685.8138459,+3.30448113E-08,24.26,29.39,30.61
1714678687.6538658,+2.16528042E-08,24.25,29.39,30.61
1714678690.4937625,+2.32061463E-08,24.25,29.39,30.61
1714678692.3234262,+2.38274732E-08,24.25,29.39,30.61
1714678695.1537502,+1.77169984E-08,24.25,29.39,30.61
1714678697.1932354,+1.55423326E-08,24.24,29.39,30.61
1714678700.0331683,+1.84422383E-08,24.24,29.38,30.61
1714678702.203173,+2.36206260E-08,24.25,29.38,30.61
1714678705.0329456,+2.78666047E-08,24.25,29.38,30.61
1714678707.2029173,+2.49668400E-08,24.24,29.38,30.61
1714678710.0427704,+2.76596434E-08,24.24,29.38,30.61
1714678712.2124949,+4.97885860E-09,24.24,29.38,30.61
1714678715.0424285,+2.20669119E-08,24.24,29.37,30.61
1714678717.2118623,+2.02027317E-08,24.24,29.37,30.61
1714678720.0419605,+2.58990622E-08,24.24,29.37,30.61
1714678722.2219455,+2.76594012E-08,24.24,29.37,30.61
1714678725.041748,+3.04555986E-08,24.24,29.37,30.61
1714678727.2214503,+2.53808644E-08,24.24,29.37,30.61
1714678730.061569,+2.19635406E-08,24.24,29.37,30.61
1714678731.9015288,+1.66816393E-08,24.24,29.37,30.61
1714678733.7410939,+1.09856124E-08,24.23,29.36,30.61
1714678736.580977,+1.56457681E-08,24.23,29.36,30.61
1714678738.4208007,+2.53810035E-08,24.23,29.36,30.61
1714678741.260561,+2.17563652E-08,24.23,29.36,30.61
1714678743.0906231,+3.10770710E-08,24.23,29.36,30.61
1714678745.9304738,+1.71994161E-08,24.23,29.36,30.61
1714678747.7704046,+2.10311839E-08,24.23,29.36,30.61
1714678750.6101384,+2.39311796E-08,24.23,29.36,30.61
1714678752.4399848,+2.80738485E-08,24.23,29.36,30.61
1714678755.2700398,+2.04101175E-08,24.23,29.35,30.61
1714678757.240044,+1.86492264E-08,24.23,29.35,30.61
1714678760.079707,+2.29991670E-08,24.23,29.35,30.61
1714678762.249282,+2.84878383E-08,24.23,29.35,30.61
1714678765.0893078,+2.69345838E-08,24.23,29.35,30.61
1714678767.2595472,+2.78666338E-08,24.23,29.35,30.61
1714678770.0992703,+2.93165260E-08,24.23,29.34,30.61
1714678772.2590728,+3.27340158E-08,24.23,29.34,30.61
1714678775.098714,+2.35168078E-08,24.23,29.34,30.61
1714678777.2587824,+9.43230737E-09,24.23,29.34,30.61
1714678780.0986233,+2.45525163E-08,24.23,29.34,30.61
1714678782.2676363,+2.00992752E-08,24.23,29.34,30.61
1714678785.0979815,+1.90636350E-08,24.23,29.34,30.61
1714678787.2778373,+1.82351297E-08,24.23,29.34,30.61
1714678790.1078033,+3.87410962E-08,24.23,29.33,30.61
1714678791.9376194,+2.35169741E-08,24.23,29.33,30.61
1714678793.7776306,+2.11349103E-08,24.22,29.33,30.61
1714678796.6174388,+3.24232893E-08,24.22,29.33,30.61
1714678798.4570267,+3.24232567E-08,24.23,29.33,30.61
1714678801.2869668,+2.24813591E-08,24.23,29.33,30.61
1714678803.117032,+1.56461588E-08,24.22,29.33,30.61
1714678805.9571295,+2.69345975E-08,24.22,29.33,30.61
1714678807.7868116,+1.96852388E-08,24.23,29.32,30.61
1714678810.6165743,+2.55882999E-08,24.23,29.32,30.61
1714678812.4462216,+1.40927239E-08,24.22,29.32,30.61
1714678815.2863243,+2.70380593E-08,24.22,29.32,30.61
1714678817.2962062,+2.57957669E-08,24.21,29.32,30.61
1714678820.1361625,+2.60025969E-08,24.21,29.32,30.61
1714678822.3059237,+1.40926680E-08,24.21,29.32,30.61
1714678825.1454008,+2.28954821E-08,24.21,29.32,30.61
1714678827.305251,+1.03640986E-08,24.2,29.31,30.61
1714678830.1356044,+2.31029087E-08,24.2,29.31,30.61
1714678832.3052542,+2.17564012E-08,24.21,29.31,30.61
1714678835.1351383,+1.51280474E-08,24.21,29.31,30.61
1714678837.3148856,+1.96849237E-08,24.2,29.31,30.61
1714678840.1545396,+2.26884738E-08,24.2,29.30,30.61
1714678842.3144622,+2.48634199E-08,24.2,29.30,30.61
1714678845.154424,+2.48633190E-08,24.2,29.30,30.61
1714678847.3141677,+1.54388498E-08,24.2,29.30,30.61
1714678850.1536198,+2.24812675E-08,24.2,29.30,30.61
1714678851.9840145,+1.33675261E-08,24.2,29.30,30.61
1714678853.8239625,+3.21129164E-08,24.2,29.29,30.61
1714678856.663732,+1.54389124E-08,24.2,29.29,30.61
1714678858.4936192,+2.40348432E-08,24.2,29.29,30.61
1714678861.3332098,+2.72451158E-08,24.2,29.29,30.61
1714678863.1636467,+8.60375200E-09,24.19,29.28,30.61
1714678865.9933667,+1.90636698E-08,24.19,29.28,30.61
1714678867.832936,+1.56462523E-08,24.2,29.28,30.61
1714678870.6528997,+1.96848928E-08,24.2,29.28,30.61
1714678872.482535,+1.42997009E-08,24.19,29.27,30.61
1714678875.3226972,+2.42418836E-08,24.19,29.27,30.61
1714678877.3421934,+1.68888570E-08,24.19,29.27,30.61
1714678880.1822445,+2.53811017E-08,24.19,29.27,30.61
1714678882.351859,+1.85457792E-08,24.18,29.26,30.61
1714678885.1916616,+2.12385552E-08,24.18,29.26,30.61
1714678887.3518603,+2.35171149E-08,24.18,29.26,30.61
1714678890.1916788,+2.69343473E-08,24.18,29.26,30.61
1714678892.361518,+3.13878641E-08,24.18,29.25,30.61
1714678895.20132,+2.38277431E-08,24.18,29.25,30.61
1714678897.3514001,+1.80280755E-08,24.18,29.25,30.61
1714678900.1912663,+2.45525740E-08,24.18,29.25,30.61
1714678902.3708029,+1.85458673E-08,24.17,29.24,30.61
1714678905.21064,+2.26882007E-08,24.17,29.24,30.61
1714678907.3704903,+9.01784095E-09,24.16,29.24,30.61
1714678910.2103097,+1.82350509E-08,24.16,29.24,30.61
1714678912.0403671,+1.73029460E-08,24.16,29.24,30.61
1714678913.8802903,+1.87209022E-09,24.16,29.24,30.61
1714678916.7200367,+2.65203585E-08,24.16,29.23,30.61
1714678918.5497222,+1.63709115E-08,24.16,29.23,30.61
1714678921.3899202,+5.80758313E-09,24.16,29.23,30.61
1714678923.2292383,+1.09858082E-08,24.16,29.23,30.61
1714678926.0594537,+2.26885699E-08,24.16,29.23,30.61
1714678927.8992336,+1.06750150E-08,24.16,29.23,30.61
1714678930.7389627,+1.71995999E-08,24.16,29.22,30.61
1714678932.5691657,+9.74285015E-09,24.16,29.22,30.61
1714678935.4088619,+1.86493495E-08,24.16,29.22,30.61
1714678937.3889306,+1.42999555E-08,24.16,29.22,30.61
1714678940.2285419,+1.97887135E-08,24.16,29.22,30.61
1714678942.3985307,+2.31028059E-08,24.15,29.21,30.61
1714678945.2281027,+3.02487578E-08,24.15,29.21,30.61
1714678947.4078343,+1.30569722E-08,24.15,29.21,30.61
1714678950.2480493,+1.53354231E-08,24.15,29.21,30.61
1714678952.4076688,+1.89603845E-08,24.15,29.21,30.61
1714678955.22743,+1.05711682E-08,24.15,29.20,30.61
1714678957.4073102,+2.50704366E-08,24.14,29.20,30.61
1714678960.2473724,+1.62673650E-08,24.14,29.20,30.61
1714678962.417149,+2.89024655E-08,24.14,29.20,30.61
1714678965.257032,+1.61638841E-08,24.14,29.20,30.61
1714678967.416803,+1.96851560E-08,24.14,29.20,30.61
1714678970.256569,+1.88564644E-08,24.14,29.20,30.61
1714678972.0864563,+2.02030103E-08,24.14,29.20,30.61
1714678973.9065583,+2.50704400E-08,24.13,29.19,30.61
1714678976.7462707,+1.13996581E-08,24.13,29.19,30.61
1714678978.566124,+1.51284017E-08,24.13,29.19,30.61
1714678981.3959963,+1.94779295E-08,24.13,29.19,30.61
1714678983.2258444,+1.84421848E-08,24.13,29.19,30.61
1714678986.065331,+2.94202390E-08,24.13,29.19,30.61
1714678987.895744,+2.56918582E-08,24.13,29.19,30.61
1714678990.725296,+2.07207858E-08,24.13,29.18,30.61
1714678992.5552328,+1.62674182E-08,24.12,29.18,30.61
1714678995.394732,+1.39890134E-08,24.12,29.18,30.61
1714678997.44476,+2.00992499E-08,24.12,29.18,30.61
1714679000.2846935,+2.00992462E-08,24.12,29.18,30.61
1714679002.4544668,+1.81314495E-08,24.11,29.18,30.61
1714679005.2844815,+1.71996016E-08,24.11,29.18,30.61
1714679007.4539013,+2.53811753E-08,24.11,29.17,30.61
1714679010.294125,+2.61060941E-08,24.11,29.17,30.61
1714679012.454014,+2.74523863E-08,24.1,29.17,30.61
1714679015.2838023,+3.35626552E-08,24.1,29.17,30.61
1714679017.4635751,+2.36205496E-08,24.09,29.17,30.61
1714679020.2935233,+2.37240775E-08,24.09,29.17,30.61
1714679022.4633453,+2.20670296E-08,24.09,29.17,30.61
1714679025.3029156,+2.20670508E-08,24.09,29.16,30.61
1714679027.4727824,+1.91673562E-08,24.09,29.16,30.61
1714679030.3127055,+1.38856619E-08,24.09,29.16,30.61
1714679032.1429667,+1.89601238E-08,24.09,29.16,30.61
1714679033.9826202,+2.85914272E-08,24.09,29.16,30.61
1714679036.822432,+2.67274069E-08,24.09,29.16,30.61
1714679038.6623726,+1.15034327E-08,24.09,29.16,30.61
1714679041.5022538,+3.38732696E-08,24.09,29.16,30.61
1714679043.331828,+1.48177572E-08,24.09,29.16,30.61
1714679046.171295,+3.24234279E-08,24.09,29.15,30.61
1714679048.001838,+2.17563691E-08,24.08,29.15,30.61
1714679050.841643,+3.05594711E-08,24.08,29.15,30.61
1714679052.6813576,+2.41384119E-08,24.09,29.15,30.61
1714679055.5209324,+1.58531505E-08,24.09,29.15,30.61
1714679057.4810114,+1.44034235E-08,24.08,29.15,30.61
1714679060.3208153,+1.98922776E-08,24.08,29.15,30.61
1714679062.5006332,+2.42420185E-08,24.07,29.15,30.61
1714679065.3405013,+1.05713436E-08,24.07,29.15,30.61
1714679067.5001228,+2.56919713E-08,24.07,29.15,30.61
1714679070.3403785,+1.93742615E-08,24.07,29.15,30.61
1714679072.5099404,+1.73031150E-08,24.07,29.14,30.61
1714679075.339785,+2.94203179E-08,24.07,29.14,30.61
1714679077.5097225,+1.97885475E-08,24.07,29.14,30.61
1714679080.3495965,+1.55426548E-08,24.07,29.14,30.61
1714679082.5197911,+2.34135694E-08,24.07,29.14,30.61
1714679085.359346,+1.68888352E-08,24.07,29.14,30.61
1714679087.5192533,+1.99957771E-08,24.06,29.14,30.61
1714679090.3489096,+1.96852632E-08,24.06,29.14,30.61
1714679092.1788886,+2.39311385E-08,24.06,29.14,30.61
1714679094.0189812,+1.39891984E-08,24.06,29.14,30.61
1714679096.8585641,+2.22742882E-08,24.06,29.13,30.61
1714679098.6985059,+1.40927878E-08,24.06,29.13,30.61
1714679101.538204,+1.84424360E-08,24.06,29.13,30.61
1714679103.3582792,+9.32864544E-09,24.06,29.13,30.61
1714679106.1783526,+2.49670735E-08,24.06,29.13,30.61
1714679108.017909,+6.94699494E-09,24.06,29.13,30.61
1714679110.8576303,+1.08822358E-08,24.06,29.13,30.61
1714679112.687517,+3.19058513E-08,24.05,29.13,30.61
1714679115.527178,+2.20668593E-08,24.05,29.13,30.61
1714679117.5471165,+1.64745900E-08,24.05,29.13,30.61
1714679120.3772862,+1.83387521E-08,24.05,29.13,30.61
1714679122.5466359,+2.71417872E-08,24.05,29.13,30.61
1714679125.3867455,+2.42418175E-08,24.05,29.13,30.61
1714679127.5563173,+1.07786629E-08,24.05,29.13,30.61
1714679130.396386,+2.04101659E-08,24.05,29.12,30.61
1714679132.5563328,+3.10771779E-08,24.05,29.12,30.61
1714679135.396181,+2.89023892E-08,24.05,29.12,30.61
1714679137.5559428,+1.39890990E-08,24.05,29.12,30.61
1714679140.3959005,+1.81316550E-08,24.05,29.12,30.61
1714679142.5659738,+1.50247911E-08,24.05,29.12,30.61
1714679145.3955848,+1.84423729E-08,24.05,29.12,30.61
1714679147.5654979,+7.05023693E-09,24.05,29.12,30.61
1714679150.4050808,+2.08242764E-08,24.05,29.12,30.61
1714679152.2347558,+1.64745212E-08,24.05,29.11,30.61
1714679154.065192,+2.15492320E-08,24.05,29.11,30.61
1714679156.904758,+2.06171994E-08,24.05,29.11,30.61
1714679158.7347121,+1.85459236E-08,24.05,29.11,30.61
1714679161.5743,+1.52319391E-08,24.05,29.11,30.61
1714679163.4046028,+6.11793919E-09,24.04,29.11,30.61
1714679166.2444582,+1.62676163E-08,24.04,29.11,30.61
1714679168.0842094,+1.80283171E-08,24.04,29.10,30.61
1714679170.9238267,+1.57496007E-08,24.04,29.10,30.61
1714679172.7536407,+1.78212115E-08,24.04,29.10,30.61
1714679175.5933442,+1.62678252E-08,24.04,29.10,30.61
1714679177.5935361,+1.24355540E-08,24.05,29.10,30.61
1714679180.4329834,+2.45527173E-08,24.05,29.10,30.61
1714679182.6031952,+1.95816206E-08,24.04,29.10,30.61
1714679185.4425647,+1.94780167E-08,24.04,29.09,30.61
1714679187.6024299,+2.08244856E-08,24.03,29.09,30.61
1714679190.4428747,+2.90059218E-08,24.03,29.09,30.61
1714679192.6123006,+2.27921583E-08,24.04,29.09,30.61
1714679195.4423296,+2.57953452E-08,24.04,29.09,30.61
1714679197.6120584,+2.48633153E-08,24.03,29.09,30.61
1714679200.4519997,+2.99380731E-08,24.03,29.09,30.61
1714679202.611951,+1.10894100E-08,24.03,29.08,30.61
1714679205.4517438,+2.19635185E-08,24.03,29.08,30.61
1714679207.6217341,+1.99959474E-08,24.04,29.08,30.61
1714679210.4615748,+7.77521151E-09,24.04,29.08,30.61
1714679212.3012078,+1.89602010E-08,24.04,29.08,30.61
1714679214.1412294,+1.70960341E-08,24.03,29.08,30.61
1714679216.981007,+1.96850011E-08,24.03,29.08,30.61
1714679218.820902,+1.17108677E-08,24.03,29.08,30.61
1714679221.6504056,+2.37242878E-08,24.03,29.07,30.61
1714679223.4802551,+2.20670465E-08,24.03,29.07,30.61
1714679226.3202782,+1.48177926E-08,24.03,29.07,30.61
1714679228.1502035,+3.04558328E-08,24.04,29.07,30.61
1714679230.990009,+8.50016205E-09,24.04,29.07,30.61
1714679232.8297122,+4.44371558E-08,24.03,29.07,30.61
1714679235.6694086,+2.39312523E-08,24.03,29.07,30.61
1714679237.629041,+1.06750540E-08,24.04,29.07,30.61
1714679240.4694126,+1.70960035E-08,24.04,29.07,30.61
1714679242.6490307,+2.12384831E-08,24.03,29.06,30.61
1714679245.4891167,+2.61061525E-08,24.03,29.06,30.61
1714679247.6488528,+2.70383612E-08,24.04,29.06,30.61
1714679250.4887648,+2.33098543E-08,24.04,29.06,30.61
1714679252.6585045,+2.48634312E-08,24.03,29.06,30.61
1714679255.4984162,+2.92131449E-08,24.03,29.06,30.61
1714679257.648111,+1.22284334E-08,24.03,29.06,30.61
1714679260.4877245,+2.43456256E-08,24.03,29.06,30.61
1714679262.6675038,+2.26885085E-08,24.02,29.06,30.61
1714679265.4978125,+2.47597169E-08,24.02,29.06,30.61
1714679267.6679304,+8.08584545E-09,24.02,29.06,30.61
1714679270.5072458,+3.42878080E-08,24.02,29.06,30.61
1714679272.3372512,+1.82352824E-08,24.02,29.06,30.61
1714679274.1674242,+1.66819858E-08,24.02,29.06,30.61
1714679277.007204,+2.65202364E-08,24.02,29.06,30.61
1714679278.8467002,+2.03064338E-08,24.02,29.06,30.61
1714679281.6865344,+2.86952135E-08,24.02,29.06,30.61
1714679283.516586,+1.78212433E-08,24.03,29.06,30.61
1714679286.3567984,+1.97885920E-08,24.03,29.06,30.61
1714679288.1962242,+2.61061278E-08,24.03,29.06,30.61
1714679291.0361557,+2.51741684E-08,24.03,29.06,30.61
1714679292.8760223,+2.61060609E-08,24.03,29.06,30.61
1714679295.7058158,+1.96851822E-08,24.03,29.06,30.61
1714679297.6954749,+3.27344035E-08,24.03,29.06,30.61
1714679300.5352755,+2.41383683E-08,24.03,29.06,30.61
1714679302.7052464,+2.73486306E-08,24.02,29.06,30.61
1714679305.535093,+1.97886475E-08,24.02,29.06,30.61
1714679307.7048936,+1.71997355E-08,24.02,29.06,30.61
1714679310.5446475,+2.42420544E-08,24.02,29.06,30.61
1714679312.7047558,+2.63132876E-08,24.02,29.06,30.61
1714679315.5444772,+2.78667961E-08,24.02,29.06,30.61
1714679317.7142196,+1.05714366E-08,24.02,29.06,30.61
1714679320.5542746,+9.95030276E-09,24.02,29.06,30.61
1714679322.7140398,+2.76594239E-08,24.02,29.06,30.61
1714679325.5436125,+1.11929327E-08,24.02,29.06,30.61
1714679327.713786,+2.25851369E-08,24.02,29.06,30.61
1714679330.5534427,+2.87989172E-08,24.02,29.06,30.61
1714679332.383542,+1.86494083E-08,24.02,29.06,30.61
1714679334.2029703,+2.34134449E-08,24.02,29.06,30.61
1714679337.0427964,+2.43456210E-08,24.02,29.06,30.61
1714679338.8729901,+2.90060542E-08,24.02,29.06,30.61
1714679341.7126906,+2.34133742E-08,24.02,29.06,30.61
1714679343.5426173,+1.84422442E-08,24.02,29.06,30.61
1714679346.382564,+1.70959640E-08,24.02,29.06,30.61
1714679348.2226217,+1.71996435E-08,24.02,29.06,30.61
1714679351.0620883,+1.99956902E-08,24.02,29.06,30.61
1714679352.9020126,+1.85460217E-08,24.02,29.06,30.61
1714679355.7418525,+2.64167738E-08,24.02,29.06,30.61
1714679357.7417426,+1.69925193E-08,24.02,29.06,30.61
1714679360.581572,+1.38855208E-08,24.02,29.06,30.61
1714679362.7513523,+2.48635054E-08,24.02,29.06,30.61
1714679365.591322,+1.83386983E-08,24.02,29.06,30.61
1714679367.7511451,+1.89601910E-08,24.02,29.06,30.61
1714679370.590499,+1.05715919E-08,24.02,29.06,30.61
1714679372.7505171,+2.93165448E-08,24.02,29.06,30.61
1714679375.5805147,+1.42998363E-08,24.02,29.06,30.61
1714679377.7605371,+2.72452728E-08,24.02,29.06,30.61
1714679380.5899146,+1.58531225E-08,24.02,29.07,30.61
1714679382.759937,+1.90636424E-08,24.02,29.06,30.61
1714679385.6001403,+9.84666262E-09,24.02,29.07,30.61
1714679387.7698414,+2.91097206E-08,24.02,29.07,30.61
1714679390.609472,+2.69346426E-08,24.02,29.07,30.61
1714679392.43934,+2.68310993E-08,24.02,29.07,30.61
1714679394.2690024,+2.58991088E-08,24.02,29.07,30.61
1714679397.1088479,+1.37819449E-08,24.02,29.07,30.61
1714679398.939131,+1.37817816E-08,24.02,29.07,30.61
1714679401.7688327,+2.12386261E-08,24.02,29.07,30.61
1714679403.5988271,+1.90638086E-08,24.02,29.07,30.61
1714679406.4282737,+2.13423044E-08,24.02,29.07,30.61
1714679408.2586584,+2.46563409E-08,24.02,29.07,30.61
1714679411.0978017,+2.06174191E-08,24.02,29.07,30.61
1714679412.92832,+1.58533751E-08,24.02,29.07,30.61
1714679415.7680516,+1.47139423E-08,24.02,29.07,30.61
1714679417.7876363,+3.18020700E-08,24.02,29.07,30.61
1714679420.627711,+2.56919355E-08,24.02,29.07,30.61
1714679422.79737,+2.71416455E-08,24.02,29.07,30.61
1714679425.637436,+2.14455465E-08,24.02,29.07,30.61
1714679427.7972364,+1.96851681E-08,24.02,29.07,30.61
1714679430.636919,+1.57497792E-08,24.02,29.07,30.61
1714679432.7972317,+9.43261892E-09,24.02,29.07,30.61
1714679435.6365533,+1.49212349E-08,24.02,29.07,30.61
1714679437.8066227,+3.03521687E-08,24.01,29.07,30.61
1714679440.6463242,+1.63711923E-08,24.01,29.07,30.61
1714679442.816396,+2.16529552E-08,24.02,29.07,30.61
1714679445.6558566,+2.31028037E-08,24.02,29.07,30.61
1714679447.8160517,+2.28956396E-08,24.01,29.07,30.61
1714679450.6556225,+3.03522517E-08,24.01,29.07,30.61
1714679452.4856653,+2.27921614E-08,24.01,29.07,30.61
1714679454.3152382,+3.24235699E-08,24.01,29.07,30.61
1714679457.1553986,+1.90637679E-08,24.01,29.07,30.61
1714679458.9953704,+2.46561566E-08,24.01,29.07,30.61
1714679461.8251982,+6.94673162E-09,24.01,29.07,30.61
1714679463.6548831,+1.73031964E-08,24.01,29.07,30.61
1714679466.4948444,+8.29312611E-09,24.01,29.07,30.61
1714679468.324888,+1.48175239E-08,24.01,29.07,30.61
1714679471.1645536,+9.84643215E-09,24.01,29.07,30.61
1714679473.0042748,+2.70381494E-08,24.01,29.07,30.61
1714679475.8438923,+1.09857468E-08,24.01,29.07,30.61
1714679477.8335073,+2.62096394E-08,24.01,29.07,30.61
1714679480.6738775,+1.83387040E-08,24.01,29.07,30.61
1714679482.843319,+2.64170082E-08,24.01,29.07,30.61
1714679485.683386,+2.44489939E-08,24.01,29.07,30.61
1714679487.8535717,+2.83847491E-08,24.01,29.07,30.61
1714679490.6928158,+2.39314322E-08,24.01,29.07,30.61
1714679492.8526273,+1.82353899E-08,24.01,29.07,30.61
1714679495.6823409,+2.00994629E-08,24.01,29.07,30.61
1714679497.862618,+1.27463072E-08,24.01,29.07,30.61
1714679500.7022653,+1.61640254E-08,24.01,29.07,30.61
1714679502.8522618,+2.72454835E-08,24.01,29.07,30.61
1714679505.6822984,+1.75102868E-08,24.01,29.07,30.61
1714679507.871919,+1.77173910E-08,24.02,29.07,30.61
1714679510.7022476,+9.74307256E-09,24.02,29.07,30.61
1714679512.531782,+2.83846654E-08,24.02,29.07,30.61
1714679514.3613374,+2.12390754E-08,24.02,29.07,30.61
1714679517.1915452,+1.77174274E-08,24.02,29.07,30.61
1714679519.031163,-1.23487962E-09,24.02,29.07,30.61
1714679521.8711236,+1.77171402E-08,24.02,29.07,30.61
1714679523.7107341,+2.17566576E-08,24.01,29.07,30.61
1714679526.5509467,+2.39313390E-08,24.01,29.07,30.61
1714679528.3908637,+1.33678552E-08,24.01,29.07,30.61
1714679531.2300768,+1.54389026E-08,24.01,29.07,30.61
1714679533.0701492,+1.51282425E-08,24.02,29.07,30.61
1714679535.8899586,+1.60604143E-08,24.02,29.07,30.61
1714679537.8896413,+1.01573777E-08,24.02,29.07,30.61
1714679540.7297256,+2.71418638E-08,24.02,29.06,30.61
1714679542.8994272,+1.28498383E-08,24.02,29.06,30.61
1714679545.739383,+1.28496893E-08,24.02,29.06,30.61
1714679547.8991027,+2.69348293E-08,24.02,29.06,30.61
1714679550.7287655,+2.22742580E-08,24.02,29.06,30.61
1714679552.90896,+1.25390386E-08,24.01,29.06,30.61
1714679555.7486367,+3.03521326E-08,24.01,29.06,30.61
1714679557.9086344,+2.37240703E-08,24.01,29.06,30.61
1714679560.7483492,+2.45524682E-08,24.01,29.06,30.61
1714679562.9178848,+2.22743393E-08,24.01,29.06,30.61
1714679565.7482152,+2.07206710E-08,24.01,29.06,30.61
